UID,Name,Nat,Club,2nd Nat,Division,Best Pos,Age,Transfer Value,xG/90,xG-OP,FA,Off,xG/shot,Cr C/90,Conv %,NP0xG/90,Gls/90,xA/90,Ch C/90,K Ps/90,Pres A/90,Dist/90,Cr C/A,Drb/90,Sprints/90,Blk/90,Int/90,K Hdrs/90,K Tck/90,Poss Won/90,Poss Lost/90,Tck/90,Tck R,Hdr %,xSv %,Pens Saved Ratio,Pas %,Sv %,Cln/90,Pr passes/90,Gl Mst,xGP/90,All/90,Inf,Rec
16184576,Dominik Fitz,AUT,FK Austria Vienna,,Austrian Premier Division,AM (C),27,$10M - $15M,0.32,-1.95,38.00,1.00,0.13,0.22,0.09,0.32,0.22,0.08,0.22,2.17,8.34,7.4mi,0.07,0.60,8.13,0.33,1.08,0.05,0.05,4.93,16.91,1.68,0.86,0.24,0.00,0.00,0.86,0.00,0.00,2.22,0.00,0.00,0.00,,0 0 0
84159608,Albian Hajdari,SUI,Lugano,,Swiss Super League,D (C),23,$10M - $15M,0.04,-0.73,2.00,0.00,0.08,0.05,0.00,0.04,0.00,0.09,0.20,0.30,3.15,7.0mi,1.00,0.15,5.35,0.40,1.55,0.95,0.20,19.15,2.25,1.50,0.81,0.70,0.00,0.00,0.92,0.00,0.00,5.05,0.00,0.00,0.00,,0 0 0
91207475,Andreas Müller,GER,Darmstadt 98,,Bundesliga,DM,26,$10M - $12.5M,0.10,-2.73,15.00,2.00,0.12,0.15,0.00,0.10,0.00,0.12,0.15,1.34,9.13,7.9mi,0.25,0.82,11.70,0.60,1.71,0.15,0.11,10.91,6.15,1.97,0.74,0.38,0.00,0.00,0.88,0.00,0.00,5.59,0.00,0.00,0.00,,0 0 0
83297601,João Resende,POR,Casa Pia,,Portuguese Premier League,ST (C),24,$10M - $12M,0.33,2.07,59.00,17.00,0.13,0.11,0.16,0.30,0.40,0.09,0.29,0.73,7.00,7.4mi,0.25,1.06,6.38,0.07,1.24,0.07,0.04,2.92,15.14,1.24,0.77,0.31,0.00,0.00,0.89,0.00,0.00,0.77,1.00,0.00,0.00,,0 0 0
51073017,Erik Lira,MEX,Cruz Azul,,Mexican First Division,M (C),26,$10M - $12M,0.07,-0.79,19.00,1.00,0.09,0.40,0.05,0.07,0.04,0.28,0.62,2.34,10.58,7.8mi,0.16,0.88,11.09,0.33,1.65,0.15,0.04,13.62,12.85,1.72,0.75,0.29,0.00,0.00,0.89,0.00,0.00,5.09,0.00,0.00,0.00,,0 0 0
67258577,Miguel Baeza,ESP,Vigo,,Spanish First Division,AM (C),27,$10M - $12M,0.29,-0.41,8.00,5.00,0.12,0.34,0.11,0.29,0.25,0.20,0.17,3.20,8.76,7.9mi,0.00,1.60,10.20,0.34,1.43,0.08,0.08,8.93,21.74,1.52,0.82,0.32,0.00,0.00,0.86,0.00,0.00,2.53,0.00,0.00,0.00,Inj,0 0 0
37072817,Ole Romeny,NED,FC Utrecht,,Eredivisie,AM (C),26,$10M - $12M,0.37,-0.03,50.00,19.00,0.12,0.08,0.12,0.37,0.37,0.04,0.04,0.81,8.55,7.5mi,0.07,1.51,9.12,0.24,1.02,0.12,0.00,4.19,17.67,1.63,0.73,0.34,0.00,0.00,0.87,0.00,0.00,1.18,0.00,0.00,0.00,Ask,0 0 0
43317909,Demba Seck,SEN,Torino,ITA,Italian Serie A,ST (C),26,$10M - $12M,0.34,-3.33,41.00,9.00,0.12,0.33,0.07,0.34,0.20,0.16,0.41,1.31,10.56,7.5mi,0.14,2.09,9.90,0.20,1.60,0.00,0.04,3.15,17.27,1.39,0.71,0.40,0.00,0.00,0.83,0.00,0.00,1.96,0.00,0.00,0.00,,0 0 0
37072824,Bart van Rooij,NED,N.E.C. Nijmegen,,Eredivisie,D (R),25,$9.8M - $14.5M,0.11,-3.24,34.00,2.00,0.19,0.28,0.00,0.11,0.00,0.08,0.07,0.78,8.39,8.0mi,0.13,1.45,17.17,0.56,2.15,0.67,0.21,10.26,13.82,2.61,0.78,0.69,0.00,0.00,0.88,0.00,0.00,5.68,0.00,0.00,0.00,,0 0 0
28124578,Lewis Bate,ENG,Wrexham,,Sky Bet League One,DM,24,$9.8M - $14.5M,0.05,-0.34,20.00,5.00,0.12,0.02,0.11,0.05,0.05,0.08,0.12,0.83,8.71,8.0mi,0.07,0.83,10.89,0.46,1.97,0.05,0.09,10.82,5.79,2.04,0.76,0.24,0.00,0.00,0.90,0.00,0.00,4.19,0.00,0.00,0.00,,0 0 0
95078952,Samson Tijani,NGA,FC RB Salzburg,,Austrian Premier Division,DM,24,$9.8M - $14.5M,0.06,-1.01,5.00,0.00,0.13,0.00,0.00,0.06,0.00,0.27,0.31,1.07,9.87,8.4mi,0.00,0.44,12.08,0.63,1.64,0.06,0.00,14.47,6.23,1.51,0.80,0.49,0.00,0.00,0.88,0.00,0.00,5.41,0.00,0.00,0.00,Inj,0 0 0
19347264,Morato,POR,Benfica,BRA,Portuguese Premier League,D (C),25,$9.8M - $14M,0.03,0.86,9.00,0.00,0.08,0.03,0.14,0.03,0.05,0.02,0.11,0.19,2.97,6.9mi,0.25,0.24,5.14,0.40,2.60,0.95,0.24,16.56,3.68,1.40,0.85,0.71,0.00,0.00,0.91,0.00,0.00,4.66,1.00,0.00,0.00,Wnt,0 0 0
83261917,Eduardo Quaresma,POR,BRG,,Portuguese Premier League,DM,25,$9.8M - $11.5M,0.05,-0.89,23.00,2.00,0.17,0.10,0.09,0.05,0.03,0.06,0.10,0.41,6.25,7.5mi,0.08,0.86,11.74,0.64,2.26,0.84,0.25,14.89,8.05,2.46,0.87,0.65,0.00,0.00,0.90,0.00,0.00,5.08,0.00,0.00,0.00,,0 0 0
67293720,Aritz Aldasoro,ESP,R. Santander,BAS,Spanish First Division,M (C),27,$9.6M - $14.5M,0.10,-2.51,27.00,2.00,0.15,0.08,0.04,0.10,0.03,0.07,0.19,0.93,9.56,8.0mi,0.17,0.87,12.83,0.38,2.02,0.19,0.08,9.61,9.12,2.24,0.75,0.49,0.00,0.00,0.89,0.00,0.00,4.18,0.00,0.00,0.00,,0 0 0
78094302,Gastón Álvarez,URU,Getafe,ESP,Spanish First Division,D (C),27,$9.6M - $14M,0.01,-0.19,16.00,1.00,0.05,0.17,0.00,0.01,0.00,0.03,0.21,0.77,7.48,7.6mi,0.12,0.77,12.90,0.56,1.92,0.81,0.21,13.54,11.28,2.82,0.92,0.73,0.00,0.00,0.88,0.00,0.00,5.81,0.00,0.00,0.00,,0 0 0
76062954,Santiago Moreno,COL,Portland,USA,Major League Soccer,AM (L),27,$9.6M - $14M,0.23,-0.89,12.00,6.00,0.14,0.88,0.10,0.23,0.16,0.05,0.32,1.28,12.36,7.8mi,0.12,2.09,13.57,0.24,1.69,0.08,0.00,4.50,18.71,3.05,0.88,0.27,0.00,0.00,0.84,0.00,0.00,2.89,0.00,0.00,0.00,,0 0 0
37084995,Jenson Seelt,NED,Sunderland,,English Premier Division,D (C),23,$9.6M - $12M,0.09,-1.27,1.00,0.00,0.10,0.00,0.00,0.09,0.00,0.04,0.00,0.14,3.79,7.6mi,0.00,0.20,3.92,0.88,2.84,1.35,0.34,10.62,5.41,1.62,0.73,0.71,0.00,0.00,0.92,0.00,0.00,4.26,0.00,0.00,0.00,,0 0 0
12079011,Formose Mendy,SEN,Antwerp,,Jupiler Pro League,D (C),26,$9.6M - $12M,0.13,-4.90,11.00,3.00,0.23,0.00,0.00,0.13,0.00,0.07,0.05,0.29,3.64,7.1mi,0.00,0.13,4.92,0.47,1.73,1.02,0.44,16.17,2.54,1.36,0.79,0.75,0.00,0.00,0.90,0.00,0.00,3.95,0.00,0.00,0.00,Wnt,0 0 0
49039789,Loïc Badé,CIV,Sevilla,FRA,Spanish First Division,D (C),27,$9.6M - $11.5M,0.05,1.99,8.00,1.00,0.07,0.00,0.21,0.05,0.14,0.04,0.05,0.34,3.41,7.0mi,0.00,0.14,5.00,0.53,1.97,0.96,0.34,17.20,3.27,1.49,0.72,0.73,0.00,0.00,0.93,0.00,0.00,4.32,0.00,0.00,0.00,Wnt,0 0 0
2000031536,Soungountou Magassa,FRA,Cremonese,MLI,Italian Serie A,DM,23,$9.4M - $14M,0.03,-0.95,25.00,2.00,0.09,0.06,0.00,0.03,0.00,0.16,0.09,1.73,9.73,7.9mi,0.00,0.75,10.96,0.47,1.73,0.44,0.06,10.36,6.69,1.60,0.63,0.62,0.00,0.00,0.89,0.00,0.00,5.12,0.00,0.00,0.00,,0 0 0
61076930,Robbie Deas,SCO,Aberdeen,,cinch Premiership,D (C),27,$9.4M - $14M,0.09,-1.83,9.00,1.00,0.17,0.07,0.09,0.09,0.05,0.06,0.17,0.27,4.24,7.3mi,0.16,0.22,6.78,0.72,1.60,0.96,0.32,16.80,4.00,1.63,0.85,0.67,0.00,0.00,0.92,0.00,0.00,3.80,0.00,0.00,0.00,,0 0 0
2000065418,Tim Breithaupt,GER,Augsburg,,Bundesliga,DM,25,$9.4M - $14M,0.12,-0.24,17.00,2.00,0.11,0.19,0.10,0.12,0.11,0.08,0.19,0.91,9.37,8.1mi,0.55,0.52,11.85,0.55,1.81,0.41,0.22,12.15,5.99,2.58,0.87,0.70,0.00,0.00,0.91,0.00,0.00,5.03,0.00,0.00,0.00,,0 0 0
67277454,Rubén Pulido,ESP,Levante,,Spanish Second Division,D (C),26,$9.4M - $13.5M,0.05,-1.93,14.00,0.00,0.09,0.03,0.00,0.05,0.00,0.03,0.08,0.19,2.71,7.2mi,0.33,0.32,5.26,0.53,2.02,0.80,0.13,17.74,2.34,1.12,0.78,0.67,0.00,0.00,0.93,0.00,0.00,4.09,0.00,0.00,0.00,Inj,0 0 0
2000147146,Dženan Pej?inovi?,GER,SV Werder,MNE,Bundesliga 2,ST (C),22,$9.4M - $13.5M,0.37,4.02,53.00,9.00,0.12,0.18,0.18,0.33,0.55,0.06,0.00,0.92,6.79,7.2mi,0.30,0.74,6.00,0.05,0.55,0.09,0.00,2.68,15.10,1.34,0.73,0.33,0.00,0.00,0.88,0.00,0.00,1.02,0.00,0.00,0.00,,0 0 0
14252407,Luca Langoni,ARG,Boca,,Argentine Premier Division,AM (R),25,$9.4M - $11.5M,0.31,-1.24,22.00,4.00,0.10,0.80,0.07,0.31,0.22,0.15,0.36,1.02,12.49,7.9mi,0.09,2.76,15.91,0.44,1.67,0.00,0.07,4.21,16.85,2.54,0.69,0.18,0.00,0.00,0.82,0.00,0.00,1.60,0.00,0.00,0.00,,0 0 0
14201999,Nicolás Fernández Mercau,ARG,LOSC,ESP,Ligue 1 Uber Eats,WB (L),27,$9.4M - $11.5M,0.04,-0.61,9.00,1.00,0.08,0.46,0.00,0.04,0.00,0.14,0.26,1.24,8.67,7.7mi,0.22,1.24,14.09,0.20,2.35,0.20,0.13,11.22,14.54,3.20,0.82,0.47,0.00,0.00,0.90,0.00,0.00,7.70,0.00,0.00,0.00,,0 0 0
49062672,Sinaly Diomandé,CIV,Brianza,FRA,Italian Serie A,D (C),26,$9.2M - $13.5M,0.07,-1.30,11.00,2.00,0.14,0.05,0.00,0.07,0.00,0.02,0.00,0.21,3.92,7.1mi,0.25,0.21,5.65,0.73,1.93,0.47,0.42,13.34,4.18,1.62,0.76,0.70,0.00,0.00,0.93,0.00,0.00,4.60,0.00,0.00,0.00,,0 0 0
2000006198,Mads Enggård,DEN,Randers FC,,3F Superliga,M (C),23,$9.2M - $13.5M,0.06,2.88,9.00,6.00,0.09,0.20,0.31,0.06,0.20,0.13,0.44,1.28,11.55,7.7mi,0.18,0.79,10.81,0.39,1.72,0.49,0.00,14.80,12.39,2.31,0.76,0.46,0.00,0.00,0.89,0.00,0.00,3.19,0.00,0.00,0.00,Wnt,0 0 0
37073547,Evert Linthorst,NED,Go Ahead Eagles,,Eredivisie,M (C),27,$9.2M - $11.5M,0.05,-1.48,22.00,0.00,0.08,0.07,0.00,0.05,0.00,0.25,0.34,1.25,9.81,7.8mi,0.00,0.94,10.98,0.24,1.42,0.30,0.03,12.13,6.40,1.92,0.71,0.61,0.00,0.00,0.88,0.00,0.00,4.95,0.00,0.00,0.00,,0 0 0
93141679,Oscar Vilhelmsson,SWE,Darmstadt 98,,Bundesliga,ST (C),23,$9.2M - $11.5M,0.23,2.60,37.00,12.00,0.10,0.00,0.18,0.23,0.40,0.07,0.07,0.61,6.93,7.3mi,0.00,1.48,6.73,0.27,1.28,0.07,0.00,1.61,21.39,1.41,0.88,0.34,0.00,0.00,0.88,0.00,0.00,0.81,0.00,0.00,0.00,,0 0 0
51063657,Roberto de la Rosa,MEX,Pachuca,,Mexican First Division,ST (C),27,$9.2M - $11M,0.32,-0.85,90.00,15.00,0.11,0.13,0.10,0.32,0.29,0.06,0.10,1.24,7.07,7.6mi,0.30,0.88,6.91,0.00,0.98,0.10,0.00,2.51,16.16,1.07,0.69,0.33,0.00,0.00,0.87,0.00,0.00,0.91,0.00,0.00,0.00,,0 0 0
2000046400,Angelo Brückner,GER,HSV,PHI,Bundesliga,D (R),24,$9M - $13.5M,0.05,-1.44,43.00,2.00,0.21,0.13,0.00,0.05,0.00,0.06,0.23,0.85,8.39,7.7mi,0.05,1.67,13.40,0.69,2.75,0.20,0.16,9.96,15.57,2.79,0.81,0.55,0.00,0.00,0.90,0.00,0.00,5.15,0.00,0.00,0.00,,0 0 0
71099098,Dmytro Kryskiv,UKR,Shakhtar,,Ukrainian Premier League,M (C),26,$9M - $13M,0.20,2.36,12.00,1.00,0.11,0.12,0.15,0.20,0.28,0.53,0.52,1.29,11.08,7.3mi,0.17,1.07,9.52,0.46,1.50,0.12,0.06,10.71,10.90,1.96,0.82,0.28,0.00,0.00,0.87,0.00,0.00,3.99,0.00,0.00,0.00,,0 0 0
92099272,Mehmet Ayd?n,TUR,Schalke 04,GER,Bundesliga,WB (R),25,$9M - $13M,0.01,-0.27,34.00,1.00,0.05,0.78,0.00,0.01,0.00,0.09,0.04,1.06,11.72,7.9mi,0.16,2.00,17.84,0.86,2.78,0.25,0.16,10.05,16.50,2.65,0.76,0.68,0.00,0.00,0.84,0.00,0.00,4.86,0.00,0.00,0.00,,0 0 0
49054412,David Pereira Da Costa,POR,Alavés,,Spanish First Division,AM (C),26,$9M - $13M,0.19,-1.20,12.00,4.00,0.10,0.64,0.06,0.19,0.12,0.05,0.12,2.21,11.80,8.0mi,0.05,1.16,13.43,0.17,1.10,0.00,0.00,10.87,15.06,2.15,0.79,0.11,0.00,0.00,0.85,0.00,0.00,2.67,0.00,0.00,0.00,,0 0 0
14219093,Santiago Ramos Mingo,ARG,Boca,ITA,Argentine Premier Division,D (C),25,$9M - $11M,0.12,-1.94,8.00,0.00,0.14,0.00,0.00,0.12,0.00,0.05,0.06,0.24,2.94,6.9mi,0.00,0.30,4.68,0.42,1.92,0.30,0.30,17.29,2.10,1.26,0.72,0.55,0.00,0.00,0.94,0.00,0.00,3.42,0.00,0.00,0.00,,0 0 0
61094579,Liam Morrison,SCO,Hibernian,,cinch Premiership,D (C),24,$9M - $11M,0.02,-0.76,10.00,1.00,0.07,0.03,0.00,0.02,0.00,0.02,0.12,0.25,3.43,7.0mi,0.33,0.15,5.37,0.56,1.54,0.62,0.19,18.64,3.12,1.17,0.81,0.76,0.00,0.00,0.92,0.00,0.00,4.04,0.00,0.00,0.00,,0 0 0
91188907,Maximilian Bauer,GER,Augsburg,,Bundesliga,D (C),27,$9M - $11M,0.02,-0.50,10.00,1.00,0.10,0.03,0.00,0.02,0.00,0.04,0.03,0.27,3.26,6.6mi,0.33,0.12,4.33,0.27,1.52,1.10,0.34,13.80,3.53,1.22,0.73,0.73,0.00,0.00,0.92,0.00,0.00,3.29,0.00,0.00,0.00,,0 0 0
91170080,Tim Siersleben,GER,Heidenheim,,Bundesliga,D (C),27,$8.8M - $13.5M,0.01,0.64,9.00,2.00,0.07,0.06,0.20,0.01,0.03,0.05,0.03,0.17,4.09,7.0mi,0.28,0.20,5.76,0.37,1.38,0.92,0.37,15.37,3.48,1.35,0.69,0.66,0.00,0.00,0.92,0.00,0.00,3.71,0.00,0.00,0.00,,0 0 0
48043868,Batista Mendy,FRA,Trabzonspor,,Turkish Super League,DM,27,$8.8M - $13M,0.13,-2.55,37.00,0.00,0.15,0.07,0.08,0.13,0.07,0.25,0.30,0.93,9.60,8.3mi,0.21,0.54,12.88,0.40,1.63,0.33,0.09,14.46,6.31,2.17,0.76,0.64,0.00,0.00,0.90,0.00,0.00,5.29,0.00,0.00,0.00,,0 0 0
2000065727,Frans Krätzig,GER,VfB Stuttgart,,Bundesliga,D (L),24,$8.8M - $11M,0.07,-0.95,18.00,1.00,0.07,0.00,0.00,0.07,0.00,0.22,0.23,1.00,10.51,7.7mi,0.00,1.84,13.66,0.54,2.61,0.08,0.08,9.36,13.12,2.99,0.91,0.24,0.00,0.00,0.82,0.00,0.00,5.75,0.00,0.00,0.00,Wnt,0 0 0
2000121585,Filippo Mané,ITA,Salernitana,SEN,Italian Serie B,D (C),22,$8.8M - $10.5M,0.04,-0.31,8.00,0.00,0.08,0.00,0.06,0.04,0.03,0.05,0.10,0.45,2.71,7.0mi,0.00,0.13,5.03,0.87,1.74,0.58,0.23,17.56,2.61,1.00,0.84,0.75,0.00,0.00,0.90,0.00,0.00,4.58,0.00,0.00,0.00,,0 0 0
31041793,Conrad Wallem,NOR,Slavia Prague,,Czech First Division,AM (L),26,$8.8M - $10.5M,0.27,-1.45,52.00,8.00,0.13,0.67,0.11,0.27,0.23,0.15,0.31,1.46,11.24,6.2mi,0.15,1.75,12.73,0.21,1.31,0.05,0.05,5.65,12.81,2.18,0.75,0.20,0.00,0.00,0.84,0.00,0.00,2.26,0.00,0.00,0.00,,0 0 0
70131625,Kaz?mcan Karata?,TUR,Galatasaray,,Turkish Super League,WB (L),24,$8.8M - $10.5M,0.05,0.83,34.00,0.00,0.12,0.08,0.20,0.05,0.08,0.06,0.13,1.18,9.20,8.2mi,0.08,1.60,15.25,0.71,2.77,0.29,0.13,11.93,13.91,3.19,0.86,0.70,0.00,0.00,0.91,0.00,0.00,5.67,0.00,0.00,0.00,,0 0 0
49059396,Junior Mwanga,FRA,RC Lens,,Ligue 1 Uber Eats,D (C),23,$8.6M - $12.5M,0.02,-0.24,0.00,1.00,0.08,0.13,0.00,0.02,0.00,0.07,0.06,0.19,3.15,6.8mi,0.66,0.19,5.53,0.64,1.99,0.84,0.26,15.70,2.83,1.29,0.91,0.78,0.00,0.00,0.92,0.00,0.00,4.05,1.00,0.00,0.00,,0 0 0
2000064674,Alonso Aceves,MEX,FC Lorient,,Ligue 1 Uber Eats,D (L),26,$8.6M - $12.5M,0.06,-1.51,26.00,2.00,0.15,0.32,0.00,0.06,0.00,0.13,0.36,1.50,9.80,7.9mi,0.08,1.50,14.74,0.65,2.31,0.49,0.16,11.98,14.90,3.12,0.79,0.64,0.00,0.00,0.88,0.00,0.00,7.21,0.00,0.00,0.00,,0 0 0
28109939,Christoph Klarer,AUT,Darmstadt 98,,Bundesliga,D (C),26,$8.6M - $10.5M,0.01,-0.28,8.00,1.00,0.04,0.07,0.00,0.01,0.00,0.02,0.13,0.30,2.89,7.1mi,0.50,0.16,5.35,0.59,1.61,1.05,0.23,12.07,3.58,1.02,0.89,0.80,0.00,0.00,0.89,0.00,0.00,3.35,1.00,0.00,0.00,,0 0 0
28112512,Jaidon Anthony,ENG,Al-Batin,,Saudi Professional League,AM (L),27,$8.4M - $12.5M,0.23,-3.10,32.00,0.00,0.12,0.00,0.05,0.23,0.09,0.14,0.00,0.00,0.00,0.0mi,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.73,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,,0 0 0
14242680,Juan Ignacio Nardoni,ARG,Racing Club,,Argentine Premier Division,M (C),24,$8.4M - $12.5M,0.19,1.02,15.00,1.00,0.15,0.25,0.20,0.19,0.25,0.18,0.25,1.08,11.96,7.7mi,0.36,2.15,10.57,0.32,1.96,0.13,0.00,17.34,9.87,1.52,0.83,0.35,0.00,0.00,0.85,0.00,0.00,3.10,0.00,0.00,0.00,,0 0 0
49048468,Chrislain Matsima,FRA,Rennes,CGO,Ligue 1 Uber Eats,D (C),24,$8.4M - $12M,0.09,0.22,7.00,0.00,0.12,0.00,0.13,0.09,0.10,0.07,0.05,0.49,3.11,7.0mi,0.00,0.29,4.80,0.73,1.84,0.58,0.15,12.71,3.35,1.36,0.90,0.69,0.00,0.00,0.93,0.00,0.00,4.75,0.00,0.00,0.00,,0 0 0
2000007490,Nicolás Romero,ARG,QPR,,Sky Bet Championship,D (C),23,$8.4M - $12M,0.05,-0.97,16.00,1.00,0.09,0.03,0.05,0.05,0.03,0.01,0.08,1.03,2.93,7.2mi,0.14,0.13,6.38,0.80,2.18,0.63,0.23,15.36,3.73,1.00,0.83,0.78,0.00,0.00,0.90,0.00,0.00,4.73,0.00,0.00,0.00,,0 0 0
28122952,Malachi Boateng,GHA,Hearts,ENG,cinch Premiership,DM,24,$8.4M - $12M,0.15,-3.28,18.00,4.00,0.13,0.15,0.05,0.15,0.06,0.23,0.38,1.26,11.36,7.7mi,0.20,0.76,10.69,0.56,1.90,0.20,0.03,15.45,10.55,2.04,0.74,0.52,0.00,0.00,0.88,0.00,0.00,3.65,0.00,0.00,0.00,,0 0 0
18110639,Boris Lambert,BEL,Sparta Rotterdam,,Eredivisie,D (C),27,$8.4M - $10.5M,0.04,-1.39,14.00,1.00,0.15,0.03,0.00,0.04,0.00,0.04,0.26,0.40,3.42,6.9mi,0.14,0.03,5.57,0.60,1.64,0.60,0.32,15.30,3.56,1.52,0.96,0.66,0.00,0.00,0.92,0.00,0.00,4.39,0.00,0.00,0.00,,0 0 0
38059041,Botond Balogh,HUN,Parma,,Italian Serie A,D (C),24,$8.4M - $10M,0.04,-1.35,5.00,0.00,0.15,0.00,0.00,0.04,0.00,0.03,0.07,0.23,3.42,7.2mi,0.00,0.33,5.21,0.59,1.89,0.88,0.26,16.85,3.75,1.30,0.80,0.79,0.00,0.00,0.89,0.00,0.00,3.75,0.00,0.00,0.00,,0 0 0
2000240321,Sunday Anyanwu,NGA,PEC Zwolle,,Eredivisie,D (C),24,$8.4M - $10M,0.08,-0.59,13.00,1.00,0.20,0.00,0.15,0.08,0.06,0.01,0.03,0.38,2.71,7.1mi,0.00,0.09,5.53,0.79,1.72,0.61,0.20,20.04,2.85,0.93,0.89,0.56,0.00,0.00,0.90,0.00,0.00,3.99,0.00,0.00,0.00,,0 0 0
53149993,Lasse Berg Johnsen,NOR,LOSC,,Ligue 1 Uber Eats,DM,27,$8.4M - $10M,0.04,-1.03,15.00,2.00,0.09,0.08,0.00,0.04,0.00,0.22,0.20,1.55,9.73,8.1mi,0.20,0.65,11.73,0.08,1.75,0.41,0.12,11.97,8.59,2.12,0.64,0.53,0.00,0.00,0.88,0.00,0.00,5.54,0.00,0.00,0.00,,0 0 0
70099762,Abdülkadir Ömür,TUR,Hull,,Sky Bet Championship,AM (C),27,$8.4M,0.14,-2.46,20.00,6.00,0.14,0.90,0.04,0.14,0.04,0.23,0.37,1.32,13.74,7.6mi,0.14,2.84,16.99,0.53,2.10,0.04,0.04,5.35,16.70,1.89,0.72,0.15,0.00,0.00,0.79,0.00,0.00,3.95,0.00,0.00,0.00,Lst,0 0 0
37071042,Christopher Mamengi,ANG,Troyes,NED,Ligue 1 Uber Eats,D (C),26,$8.2M - $12M,0.02,-0.45,13.00,0.00,0.07,0.05,0.00,0.02,0.00,0.09,0.10,0.39,6.36,7.4mi,0.14,0.63,8.98,0.44,1.70,0.29,0.34,9.95,9.08,1.94,0.89,0.62,0.00,0.00,0.87,0.00,0.00,5.53,0.00,0.00,0.00,,0 0 0
16254134,Moritz Oswald,AUT,SK Rapid,,Austrian Premier Division,M (C),25,$8.2M - $12M,0.07,-1.14,20.00,1.00,0.10,0.12,0.00,0.07,0.00,0.13,0.23,1.33,11.32,7.7mi,0.18,1.28,10.91,0.52,2.09,0.12,0.00,12.88,14.04,1.45,0.64,0.36,0.00,0.00,0.88,0.00,0.00,3.60,0.00,0.00,0.00,,0 0 0
28121308,Haydon Roberts,NGA,Bristol City,ENG,Sky Bet Championship,D (L),24,$8.2M - $12M,0.03,0.02,36.00,2.00,0.12,0.18,0.13,0.03,0.03,0.09,0.15,1.55,9.25,8.1mi,0.08,0.98,15.76,0.82,2.34,0.57,0.26,11.20,12.52,2.55,0.71,0.68,0.00,0.00,0.85,0.00,0.00,6.05,0.00,0.00,0.00,,0 0 0
67295600,Isaac Romero,ESP,LOSC,,Ligue 1 Uber Eats,ST (C),26,$8.2M - $12M,0.49,-1.01,49.00,12.00,0.10,0.24,0.09,0.49,0.44,0.15,0.05,0.88,7.79,7.6mi,0.33,1.13,7.20,0.05,0.98,0.00,0.00,2.79,18.27,1.76,0.78,0.43,0.00,0.00,0.88,0.00,0.00,1.22,0.00,0.00,0.00,,0 0 0
16202375,David Affengruber,AUT,SK Sturm Graz,,Austrian Premier Division,D (C),26,$8.2M - $10M,0.03,0.23,6.00,2.00,0.11,0.04,0.14,0.03,0.04,0.05,0.04,0.46,3.53,6.9mi,0.25,0.04,5.62,0.65,1.56,0.72,0.42,16.78,2.73,1.44,0.86,0.72,0.00,0.00,0.89,0.00,0.00,4.29,0.00,0.00,0.00,,0 0 0
14204637,Ramiro Sordo,ARG,Santos Laguna,MEX,Mexican First Division,AM (L),26,$8.2M - $9.8M,0.22,2.19,46.00,7.00,0.11,0.48,0.14,0.19,0.29,0.19,0.35,1.61,13.24,7.8mi,0.10,2.89,15.27,0.13,1.86,0.03,0.10,7.42,14.53,2.48,0.82,0.20,0.00,0.00,0.86,0.00,0.00,2.57,0.00,0.00,0.00,,0 0 0
71106198,Danylo Sikan,UKR,Shakhtar,,Ukrainian Premier League,ST (C),26,$8M - $11.5M,0.28,-0.97,41.00,10.00,0.13,0.06,0.11,0.28,0.22,0.19,0.06,0.45,6.75,7.5mi,0.12,1.01,6.75,0.17,0.90,0.11,0.00,1.86,19.80,1.24,0.85,0.39,0.00,0.00,0.87,0.00,0.00,0.56,0.00,0.00,0.00,,0 0 0
83209474,Pedro Mendes,POR,Cagliari,,Italian Serie A,ST (C),27,$8M - $11.5M,0.39,1.23,65.00,18.00,0.12,0.03,0.13,0.39,0.43,0.10,0.20,0.49,7.18,7.0mi,0.05,0.75,7.27,0.33,0.85,0.29,0.00,1.57,25.42,1.21,0.74,0.41,0.00,0.00,0.87,0.00,0.00,0.72,0.00,0.00,0.00,,0 0 0
16254153,Bernhard Zimmermann,AUT,SK Rapid,,Austrian Premier Division,ST (C),25,$8M - $9.6M,0.49,-2.51,27.00,5.00,0.09,0.00,0.05,0.49,0.27,0.16,0.36,0.63,7.18,6.8mi,0.00,0.81,6.10,0.27,0.99,0.27,0.00,2.78,14.27,1.35,0.83,0.49,0.00,0.00,0.85,0.00,0.00,0.72,0.00,0.00,0.00,,0 0 0
16282801,Adis Jaši?,BIH,VfB Stuttgart,AUT,Bundesliga,D (R),24,$8M - $9.4M,0.03,-0.53,10.00,0.00,0.11,0.11,0.00,0.03,0.00,0.05,0.17,0.90,9.38,8.2mi,0.03,0.84,16.79,0.51,2.53,0.67,0.34,11.85,12.74,2.75,0.84,0.62,0.00,0.00,0.87,0.00,0.00,5.50,1.00,0.00,0.00,,0 0 0
43459075,Michel Ndary Adopo,FRA,Cagliari,ITA,Italian Serie A,DM,26,$8M,0.04,0.10,14.00,1.00,0.06,0.04,0.07,0.04,0.04,0.12,0.25,1.02,10.25,8.0mi,0.11,0.38,12.54,0.59,1.31,0.34,0.21,10.63,7.88,2.46,0.88,0.48,0.00,0.00,0.88,0.00,0.00,4.28,0.00,0.00,0.00,,0 0 0
